客户号,客户姓名,证件号码,年龄,性别,婚姻状态,教育程度,职业类别,户籍,居住类型,车辆情况,保险缴纳,工作年限,个人年收入,信贷情况
0000999993895517,浦江,324947****04246217,26,男,离异,本科,私营企业,江苏,租房,无,有,3,10940000,正在偿还
0000999993895528,班斗,135112****02177388,45,男,离异,本科,个体户,河北,租房,无,有,22,10940000,现在没有贷款
0000999993895539,阳邮,349894****10120917,49,女,未婚,硕士及以上,私营企业,安徽,租房,无,有,24,10940000,正在偿还
0000999993895540,空堂,144031****07190997,29,男,未婚,大专,私营企业,山西,租房,无,无,9,10940000,正常还款
0000999993895551,冉徘,335422****03014682,29,男,未婚,大专,私营企业,浙江,租房,无,无,9,10940000,正在偿还
0000999993895562,孙咀,147215****08094922,29,男,已婚,大专,私营企业,山西,租房,无,无,9,10940000,现在没有贷款
0000999993895573,喻世,329673****10042192,23,男,未婚,本科,国有企业,江苏,租房,无,有,0,10940000,正在偿还
0000999993895584,廖还,428781****05304256,26,男,已婚,硕士及以上,私营企业,湖北,租房,无,有,1,10940000,正在偿还
0000999993895595,牛惶,239787****07258219,37,男,未婚,本科,私营企业,黑龙江,自购房,有,有,14,10940000,正常还款
0000999993895607,和倚,337443****08023179,31,女,已婚,本科,个体户,浙江,租房,无,有,8,11000000,正在偿还
0000999993895618,韩嗽,633197****05250223,46,男,已婚,本科,个体户,青海,租房,无,有,23,11000000,现在没有贷款
0000999993895629,杨母,316278****10201810,56,男,已婚,大专,外资企业,上海,租房,无,无,36,11000000,现在没有贷款
0000999993895630,樊邢,619883****11102420,29,男,未婚,高中,私营企业,陕西,租房,无,无,11,11000000,现在没有贷款
0000999993895641,花氯,139897****05271167,30,男,未婚,高中,私营企业,河北,租房,无,无,12,11000000,现在没有贷款
0000999993895652,益蛹,145523****08172535,36,男,离异,初中及以下,私营企业,山西,租房,无,无,44,11000000,现在没有贷款
0000999993895663,危撼,548222****07127230,34,女,未婚,高中,私营企业,广东,租房,无,无,16,11920000,现在没有贷款
0000999993895674,宫舱,450325****09124871,39,女,未婚,大专,外资企业,广西,自购房,有,有,19,11920000,现在没有贷款
0000999993895685,胡仲,415700****10206686,29,男,未婚,大专,私营企业,河南,租房,无,无,9,11920000,现在没有贷款
0000999993895696,邵嗣,375871****04216742,27,男,已婚,高中,外资企业,山东,租房,无,无,9,11920000,现在没有贷款
0000999993895709,羊煤,333494****10278189,30,男,未婚,高中,私营企业,浙江,自购房,有,有,12,11920000,现在没有贷款
0000999993895710,庞季,444918****02143927,29,男,未婚,大专,私营企业,广东,租房,无,无,9,11998000,正在偿还
0000999993895721,管滴,504496****04097291,37,男,已婚,本科,私营企业,重庆,租房,无,有,14,11998000,正常还款
0000999993895732,黎莲,520450****03161380,47,男,已婚,大专,其他企业,上海,租房,无,无,27,11998000,正在偿还
0000999993895743,凌超,323892****07111346,50,女,已婚,大专,其他企业,江苏,租房,无,无,30,11998000,现在没有贷款
0000999993895754,杜裁,125907****05162167,52,男,已婚,大专,外资企业,天津,租房,无,无,32,11998000,正在偿还
0000999993895765,晏缮,145602****11205815,31,男,未婚,本科,私营企业,山西,租房,无,有,8,11998000,现在没有贷款
0000999993895776,宁峦,637803****12055712,31,男,未婚,本科,个体户,青海,租房,无,无,8,11998000,现在没有贷款
0000999993895787,苍梅,429699****12145811,36,男,离异,本科,私营企业,湖北,租房,无,无,13,11998000,现在没有贷款
0000999993895798,空绕,525801****07234036,28,男,未婚,大专,国有企业,上海,租房,无,无,8,11998000,现在没有贷款
0000999993895801,蒙咕,237515****12156580,28,男,未婚,硕士及以上,私营企业,黑龙江,租房,无,无,3,12000000,现在没有贷款
0000999993895812,武秆,443358****09249005,32,男,未婚,硕士及以上,其他企业,广东,租房,无,无,7,12000000,现在没有贷款
0000999993895823,柏姓,461318****03106447,34,男,未婚,初中及以下,私营企业,海南,自购房,有,有,15,12000000,现在没有贷款
0000999993895834,王少,467866****11047185,36,男,未婚,本科,私营企业,海南,自购房,有,有,13,12000000,正在偿还
0000999993895845,孙幻,537715****12216979,42,女,已婚,本科,私营企业,上海,租房,无,有,19,12000000,正常还款
0000999993895856,刘春,425564****03295777,58,男,未婚,硕士及以上,私营企业,湖北,租房,无,无,33,12000000,正常还款
0000999993895867,许鼐,314910****02194814,31,男,未婚,本科,私营企业,上海,自购房,有,有,8,12000000,正在偿还
0000999993895878,白盐,412751****08027617,28,男,未婚,硕士及以上,国有企业,河南,自购房,有,有,3,12000000,正在偿还
0000999993895889,万卜,319629****12289632,28,男,已婚,本科,外资企业,上海,租房,无,无,5,12000000,正常还款
0000999993895890,柳伟,440094****09287243,33,男,未婚,硕士及以上,其他企业,广东,租房,无,无,8,12000000,正在偿还
0000999993895903,桑芬,657631****08280785,46,男,已婚,本科,私营企业,广东,自购房,有,有,23,12000000,现在没有贷款
0000999993895914,苏惹,534279****05311938,56,男,离异,大专,个体户,上海,租房,无,无,36,12000000,现在没有贷款
0000999993895925,童晾,315082****03261932,31,男,未婚,本科,国有企业,上海,租房,无,无,8,12000000,现在没有贷款
0000999993895936,袁耗,142441****05225108,31,男,未婚,本科,私营企业,山西,自购房,有,有,8,12000000,正在偿还
0000999993895947,毛秤,311021****01134645,26,男,已婚,本科,外资企业,上海,租房,无,无,3,12000000,正常还款
0000999993895958,荀拷,320278****08299666,38,女,未婚,硕士及以上,其他企业,江苏,租房,无,无,13,12000000,正在偿还
0000999993895969,萧暗,134183****05152868,28,女,未婚,大专,私营企业,河北,租房,无,无,8,12303000,现在没有贷款
0000999993895970,雷谌,638418****01176733,29,男,未婚,大专,其他企业,青海,租房,无,无,9,12303000,正在偿还
0000999993895981,蓟俏,633827****06218025,28,男,未婚,本科,私营企业,青海,租房,无,无,5,12303000,正常还款
0000999993895992,邓佬,413701****10016791,36,女,已婚,本科,私营企业,河南,自购房,有,有,13,12303000,正在偿还
0000999993896009,谷埠,132796****06169063,39,男,已婚,大专,私营企业,河北,租房,无,无,19,12303000,现在没有贷款
0000999993896010,连直,316521****08172050,29,男,已婚,本科,个体户,上海,租房,无,无,6,12303000,正在偿还
0000999993896021,徐系,117867****12133524,29,男,未婚,大专,私营企业,北京,租房,无,无,9,12303000,正在偿还
0000999993896032,谭扰,350725****05222734,28,女,已婚,本科,外资企业,福建,自购房,有,有,5,12303000,正常还款
0000999993896043,彭园,461978****02103420,42,女,未婚,本科,个体户,海南,租房,无,有,19,12303000,正在偿还
0000999993896054,李圃,632913****10274412,57,男,已婚,硕士及以上,私营企业,青海,租房,无,无,32,12572920,现在没有贷款
0000999993896065,侯梓,143273****10222749,27,男,已婚,本科,私营企业,山西,租房,无,无,4,12572920,现在没有贷款
0000999993896076,聂纠,378468****03156806,29,男,未婚,大专,私营企业,山东,租房,无,无,9,12572920,现在没有贷款
0000999993896087,费斗,351601****09211625,31,男,未婚,本科,外资企业,福建,租房,无,无,8,12572920,现在没有贷款
0000999993896098,鞠军,503423****08221203,26,男,已婚,本科,个体户,重庆,租房,无,无,3,12572920,现在没有贷款
0000999993896101,金邮,341607****02164129,27,男,未婚,本科,国有企业,安徽,租房,无,无,4,12572920,现在没有贷款
0000999993896112,许洞,430281****06047333,29,男,已婚,硕士及以上,私营企业,湖南,自购房,有,有,4,12572920,现在没有贷款
0000999993896123,瞿幼,540176****04181665,34,男,未婚,硕士及以上,私营企业,广东,自购房,有,有,9,12572920,正在偿还
0000999993896134,劳铱,234003****03317676,39,女,已婚,本科,个体户,黑龙江,租房,无,无,16,12572920,正常还款
0000999993896145,于九,422790****01114855,31,男,未婚,本科,外资企业,湖北,租房,无,无,8,12910000,正在偿还
0000999993896156,赵飞,119747****11055020,30,男,未婚,初中及以下,个体户,北京,租房,无,无,16,12910000,现在没有贷款
0000999993896167,彭毡,638579****10248081,23,男,已婚,本科,私营企业,青海,租房,无,无,0,12910000,正在偿还
0000999993896178,刁图,504763****11243016,40,男,已婚,本科,私营企业,重庆,租房,无,无,17,12910000,现在没有贷款
0000999993896189,费谱,224835****08187447,30,男,未婚,高中,私营企业,吉林,租房,无,无,12,12910000,现在没有贷款
0000999993896190,张考,313004****08077689,26,男,已婚,初中及以下,私营企业,上海,自购房,有,有,16,12910000,现在没有贷款
0000999993896203,家美,325481****10169231,28,女,已婚,高中,私营企业,江苏,租房,无,无,10,14820000,现在没有贷款
0000999993896214,祁剿,149054****06221833,33,男,未婚,高中,私营企业,山西,租房,无,无,15,14820000,现在没有贷款
0000999993896225,罗汲,338933****03257699,36,男,已婚,大专,外资企业,浙江,租房,无,无,16,14820000,现在没有贷款
0000999993896236,金臃,361250****03079239,31,男,未婚,本科,国有企业,江西,租房,无,无,8,14820000,现在没有贷款
0000999993896247,诸袒,415524****05186033,25,男,已婚,本科,私营企业,河南,租房,无,无,2,14820000,现在没有贷款
0000999993896258,马攀,505460****03060839,32,女,未婚,硕士及以上,私营企业,重庆,租房,无,无,7,14820000,正在偿还
0000999993896269,慕掖,417287****02154496,51,男,已婚,本科,私营企业,河南,租房,无,无,28,14820000,正常还款
0000999993896270,赵米,343582****09044394,27,男,未婚,高中,私营企业,安徽,租房,无,无,9,14820000,现在没有贷款
0000999993896281,柯瘴,639663****01293556,30,男,离异,本科,私营企业,青海,租房,无,无,7,14820000,正在偿还
0000999993896292,龙幻,629713****01128776,31,男,未婚,本科,私营企业,甘肃,租房,无,无,8,14880109,正在偿还
0000999993896305,李醇,216989****07225355,30,男,未婚,本科,其他企业,辽宁,租房,无,无,7,14880109,正常还款
0000999993896316,连乩,354501****08303000,38,男,已婚,本科,外资企业,福建,租房,无,无,15,14880109,正在偿还
0000999993896327,索逃,118733****09306139,29,男,已婚,硕士及以上,其他企业,北京,自购房,有,有,4,14880109,现在没有贷款
0000999993896338,勾盘,318441****02135182,31,女,离异,本科,外资企业,上海,租房,无,无,8,14880109,现在没有贷款
0000999993896349,谭拘,314390****09290084,55,男,未婚,本科,外资企业,上海,自购房,有,有,32,14880109,现在没有贷款
0000999993896350,古烦,465516****01201958,30,男,未婚,本科,私营企业,海南,租房,无,无,7,14880109,现在没有贷款
0000999993896361,曹蒙,637607****09081553,30,男,未婚,本科,私营企业,青海,租房,无,无,7,14880109,现在没有贷款
0000999993896372,习绰,136799****01217195,38,男,已婚,本科,私营企业,河北,租房,无,无,15,14880109,现在没有贷款
0000999993896383,冉痴,138106****08056326,37,男,离异,本科,国有企业,河北,租房,无,无,14,15000000,现在没有贷款
0000999993896394,齐速,129656****08234606,30,男,未婚,本科,个体户,天津,租房,无,无,7,15000000,现在没有贷款
0000999993896407,周牟,629464****11142487,26,女,未婚,本科,外资企业,甘肃,租房,无,无,3,15000000,现在没有贷款
0000999993896418,昌家,514403****08210775,29,男,未婚,本科,国有企业,四川,自购房,有,有,6,15000000,正常还款
0000999993896429,林韶,463161****08297329,37,男,未婚,本科,外资企业,海南,自购房,有,有,14,15000000,正在偿还
0000999993896430,奚盒,338301****03053886,30,男,未婚,本科,私营企业,浙江,租房,无,无,7,15000000,现在没有贷款
0000999993896441,沈垢,549191****10282870,21,男,未婚,本科,个体户,广东,自购房,有,有,0,15000000,正常还款
0000999993896452,封鸭,537965****04114518,23,男,未婚,本科,外资企业,上海,租房,无,无,0,15000000,正在偿还
0000999993896463,祝世,535403****01034179,34,男,已婚,本科,私营企业,上海,租房,无,无,11,15000000,现在没有贷款
0000999993896474,解加,659053****01161958,41,男,未婚,本科,私营企业,广东,租房,无,无,18,15000000,现在没有贷款
0000999993896485,晓点,366177****04019816,30,男,未婚,高中,私营企业,江西,租房,无,无,12,15000000,现在没有贷款
0000999993896496,龚傩,149035****12171494,30,男,未婚,初中及以下,个体户,山西,租房,无,无,20,15000000,现在没有贷款
0000999993896509,邴城,463536****06078222,30,男,未婚,初中及以下,私营企业,海南,租房,无,无,44,15000000,现在没有贷款
0000999993896510,韶林,140300****02247050,26,男,已婚,高中,外资企业,山西,租房,无,无,8,15000000,现在没有贷款
0000999993896521,广豪,513855****08177019,33,男,已婚,大专,国有企业,四川,租房,无,无,13,15000000,正在偿还
0000999993896532,徐坠,413395****11054769,38,女,已婚,大专,国有企业,河南,租房,无,无,18,15000000,正在偿还
0000999993896543,茅痔,119992****12192193,29,男,未婚,大专,外资企业,北京,租房,无,无,9,15000000,正在偿还
0000999993896554,边滦,310341****12078586,29,男,未婚,大专,私营企业,上海,租房,无,无,9,15000000,正在偿还
0000999993896565,宓挥,657734****01304083,29,男,未婚,高中,私营企业,广东,租房,无,无,11,15000000,正在偿还
0000999993896576,卓翠,153799****01260210,36,男,已婚,高中,私营企业,内蒙古,租房,无,无,18,15000000,正常还款
0000999993896587,勾老,140839****02234813,32,男,已婚,本科,私营企业,山西,租房,无,无,9,15000000,正在偿还
0000999993896598,从睬,468392****08094772,40,女,已婚,大专,私营企业,海南,租房,无,无,20,15000000,现在没有贷款
0000999993896600,宫壁,142746****03245362,44,男,未婚,大专,其他企业,山西,租房,无,无,24,15000000,正在偿还
0000999993896611,严广,343412****02110364,51,男,未婚,大专,私营企业,安徽,租房,无,无,31,15000000,正常还款
0000999993896622,匡莲,114977****03065655,30,男,未婚,本科,私营企业,北京,租房,无,无,7,15000000,正在偿还
0000999993896633,游刺,225347****05076804,30,男,未婚,本科,其他企业,吉林,租房,无,无,7,15000000,现在没有贷款
